ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
301667.SZ,20260819,66.18,17.6576,17.6576,1.18,76.4647,83.0258,5.7312,4.1513,3.9497,,0.1511,11166.96,2372.979,2372.979,739029.4128,157043.8164
300256.SZ,20260819,2.6,0.8542,1.5771,1.04,,,6.5027,3.8507,3.9549,,,226839.3386,224339.3386,121505.4516,589782.284,583282.284
300946.SZ,20260819,36.11,2.5698,4.092,1.9,152.873,245.5411,4.7063,8.5267,8.0589,0.6519,0.6646,15600.78,7579.8975,4760.1975,563344.1658,273710.189
002115.SZ,20260819,10.53,9.9711,10.9489,1.0,,245.061,4.0889,0.7093,0.4322,,,80503.7332,74626.6207,67962.3652,847704.2769,785818.3086
300726.SZ,20260819,51.92,5.9603,9.9979,0.93,53.3003,48.5856,4.1087,11.3336,11.1079,1.1556,1.926,41183.9845,21443.8423,12783.9845,2138272.2416,1113364.1728
301408.SZ,20260819,15.9,6.4653,8.6092,0.53,33.2379,30.3625,2.9224,1.1592,1.1275,0.6289,0.6289,40001.0,22895.9403,17194.2987,636015.9,364045.446
301555.SZ,20260819,30.38,4.8669,5.697,1.38,38.4666,36.118,2.4805,1.2568,1.226,,0.7242,9226.67,4834.475,4130.065,280306.5384,146871.5024
600918.SH,20260819,5.47,0.5642,0.7678,0.84,30.1893,28.2383,0.9692,3.8019,3.6045,0.4022,0.9141,791834.0996,456282.4063,335270.5883,4331332.527,2495864.7827
603843.SH,20260819,6.74,1.8325,2.5735,1.13,,,183.0495,3.4299,3.5246,,,69962.3237,69962.3237,49817.1582,471546.0368,471546.0368
600533.SH,20260819,2.1,0.8706,1.5297,0.72,,,1.6628,0.4472,0.4342,,,105000.0,105000.0,59755.632,220500.0,220500.0
300580.SZ,20260819,19.81,3.6162,8.4421,1.24,35.7941,36.0885,2.9727,6.6166,6.2995,0.8551,0.8576,50232.2762,47259.2472,20243.3063,995101.4668,936205.7425
603696.SH,20260819,13.12,10.3491,24.4664,0.68,112.2341,93.1369,5.3347,5.2705,5.1636,0.686,0.5335,23520.0,23520.0,9948.837,308582.4,308582.4
603177.SH,20260819,10.0,5.3369,12.842,0.97,,,6.3233,1.9005,1.9363,0.4038,,20419.2,20419.2,8485.8,204192.0,204192.0
002609.SZ,20260819,7.55,1.2418,1.7734,1.22,76.4141,76.094,2.0243,2.786,2.6948,0.9247,1.1194,64343.8841,45885.9916,32130.3092,485796.294,346439.2245
002872.SZ,20260819,5.26,1.4562,1.4673,1.4,,,0.8616,3.2537,3.1529,,,31800.0,21491.8134,21328.9334,167268.0,113046.9206
002675.SZ,20260819,13.34,2.5747,3.2295,2.39,56.2295,53.8343,2.5663,4.0131,4.1037,0.2249,0.5997,82459.5705,74338.3994,59266.9525,1100010.6638,991674.256
300395.SZ,20260819,87.23,4.5752,5.6692,0.82,103.4771,95.1795,9.5914,22.7437,20.5479,0.1476,,52572.7082,51254.3496,41363.7141,4585917.4933,4470916.9505
920608.BJ,20260819,13.67,0.8402,1.0459,1.46,25.3542,25.0718,1.7349,5.7775,5.837,2.1946,2.1946,6224.0,4821.8888,3873.7944,85082.08,65915.2199
300400.SZ,20260819,28.28,5.3482,7.9677,0.99,81.9384,81.1263,9.7375,8.7641,8.6085,1.4104,1.4457,24331.9,24250.72,16277.8182,688106.132,685810.3616
600459.SH,20260819,21.62,5.078,8.2705,0.93,27.7879,27.0047,2.2712,0.3197,0.3203,1.0257,1.1525,82327.8119,75970.6258,46644.9939,1779927.4684,1642485.0206
300774.SZ,20260819,10.69,3.7546,5.1719,1.07,51.9589,115.2999,3.0015,4.3183,4.6315,1.8709,0.2339,40876.366,20407.7476,14815.2817,436968.3525,218158.8218
920642.BJ,20260819,10.01,4.1273,7.6306,1.96,,,4.5483,11.5242,13.8133,0.4959,,10367.0278,9995.6878,5406.5158,103773.9483,100056.8349
002565.SZ,20260819,8.6,7.1464,9.3851,2.2,154.665,138.9724,4.9607,7.676,7.8996,0.4525,,105998.8922,105995.5172,80711.9518,911590.54,911561.472
000906.SZ,20260819,5.23,0.7764,1.4496,1.04,16.6649,17.0811,0.7496,0.0158,0.0154,3.8182,2.4857,70966.3179,70123.9764,37558.1051,371153.8536,366748.4154
000601.SZ,20260819,6.08,4.1799,5.3778,0.8,60.3727,64.9849,1.5651,1.3491,1.3236,3.283,,106408.4929,104961.8524,81580.6232,646963.6192,638168.048
000800.SZ,20260819,6.11,0.2079,0.9509,0.92,41.5006,37.8321,1.1353,0.4797,0.448,0.8183,0.7365,492128.0975,492083.8183,107568.8282,3006902.691,3006632.1402
600149.SH,20260819,4.83,1.7874,2.7626,1.15,119.4012,114.1248,7.193,9.1784,9.1674,,,38016.0,38016.0,24595.425,183617.28,183617.28
605008.SH,20260819,12.75,1.0954,6.2622,1.64,,,4.2171,2.0995,2.0578,,,64596.2414,64596.2414,11298.8249,823602.06,823602.06
603040.SH,20260819,53.81,1.2051,2.6037,1.97,39.7963,39.8991,6.8286,13.2063,12.8584,1.5973,1.6569,19735.7472,19735.0222,9133.6554,1061980.7075,1061941.4262
920768.BJ,20260819,7.05,0.9074,1.1907,1.04,20.2775,18.6479,1.5184,0.5999,0.5805,,1.5198,15535.8,10738.9517,8183.7179,109527.39,75709.6095
601588.SH,20260819,1.69,0.6358,1.1657,0.44,,,0.8685,0.9389,0.9257,,,336702.0,266000.0,145082.1697,569026.38,449540.0
301366.SZ,20260819,54.66,10.5067,14.2686,0.76,392.3869,128.4336,5.1939,10.1613,8.5762,0.5198,0.1819,20953.6201,11699.636,8614.9744,1145324.8692,639502.3224
688411.SH,20260819,203.3,2.144,2.367,1.49,38.9961,34.9601,7.4268,3.1944,2.9833,0.5341,0.7821,18245.4836,13257.4276,12008.6187,3709308.117,2695235.519
600872.SH,20260819,18.61,1.5078,1.9607,1.08,26.8302,23.288,2.4256,3.4309,3.2609,2.2587,2.3537,77429.3542,77098.795,59287.2009,1440960.3896,1434808.668
301265.SZ,20260819,19.64,4.8273,7.6717,1.73,98.935,72.9585,2.7981,6.8982,6.3617,0.2028,0.5002,30297.3182,24393.3112,15349.1378,595039.3294,479084.632
002159.SZ,20260819,13.19,1.6662,2.4279,0.83,16.3144,17.471,1.5799,3.6632,3.6385,1.8954,2.1228,17730.1325,13847.2563,9502.9263,233860.5466,182645.3594
301518.SZ,20260819,25.42,4.5307,4.614,0.43,38.0365,40.5732,2.2234,1.3422,1.2987,0.6284,1.0507,14546.9515,5873.9539,5767.8988,369783.469,149315.809
920792.BJ,20260819,9.58,0.4017,0.6052,0.74,20.9413,19.6898,1.486,1.9406,1.8052,1.0438,1.0438,16554.0,10162.6338,6744.7946,158587.32,97358.0318
603268.SH,20260819,179.5,1.9571,1.9571,0.87,68.8839,52.3361,17.3403,8.4504,6.6361,,,101871.6941,23324.9792,23324.9792,18285968.355,4186833.91
600422.SH,20260819,8.64,1.5732,2.4946,0.6,18.6897,55.5793,1.2526,0.9947,1.1271,3.4722,2.0833,75697.5757,75697.5757,47737.7575,654027.0912,654027.0912
300561.SZ,20260819,15.2,7.6183,12.9125,0.77,,,8.5948,44.4952,44.5816,0.2303,0.1974,32810.7975,24105.7574,14222.2872,498724.16,366407.552
600995.SH,20260819,12.36,0.3166,1.4363,0.93,23.3951,22.339,1.7103,5.3546,5.1503,0.9591,1.3679,319600.5805,319600.5805,70449.0636,3950263.1688,3950263.1688
688529.SH,20260819,15.32,0.9538,1.7503,1.24,,,2.6009,1.7467,1.6838,,,16817.5953,16817.5953,9164.1785,257645.632,257645.632
300860.SZ,20260819,26.53,1.5317,2.5304,0.77,,,1.5984,20.9354,21.417,0.7916,0.7916,18845.0723,10941.6909,6623.4504,499959.7071,290283.0357
002348.SZ,20260819,11.52,2.4287,3.3647,0.74,,,28.7578,35.5041,34.231,,,99313.92,90353.2999,65219.2391,1144096.3584,1040870.016
002066.SZ,20260819,21.45,2.0814,3.4764,0.68,,,8.0985,1.3013,1.3553,0.6877,,23490.7,23100.0,13830.2535,503875.515,495495.0
000676.SZ,20260819,6.38,4.9479,6.594,0.41,56.7632,56.0973,1.8773,1.9959,2.0217,,,125978.9215,125902.8532,94472.7654,803745.5096,803260.183
002374.SZ,20260819,3.05,1.517,1.8676,0.89,,,6.1856,5.9405,5.9844,,,108520.9283,108520.9283,88148.8104,330988.8365,330988.8365
600869.SH,20260819,15.4,6.227,11.2587,0.98,580.5112,311.9299,7.9452,1.216,1.1968,,0.0642,221935.2746,221935.2746,122747.9395,3417803.158,3417803.158
301286.SZ,20260819,42.8,1.7024,6.272,1.33,73.6854,71.9668,8.4519,15.8938,15.6142,0.1853,1.0569,40010.0,16128.7648,4377.833,1712428.0,690310.928
603817.SH,20260819,5.63,1.0946,2.1205,0.96,15.133,13.6955,0.9816,2.3312,2.3073,1.0657,1.3321,57008.4039,57008.4039,29428.1768,320957.292,320957.292
002725.SZ,20260819,11.01,2.5749,4.2965,0.97,193.4854,1273.5485,2.8876,4.2191,4.3499,,0.1628,25600.0,24896.3432,14920.4312,281856.0,274108.7386
002045.SZ,20260819,8.0,3.3249,4.434,1.19,,,1.0624,0.569,0.584,,0.1875,56248.3132,56172.4882,42122.0137,449986.56,449379.92
920978.BJ,20260819,19.54,1.3882,1.4812,1.47,20.3152,21.2227,4.2983,3.1145,3.0617,2.5756,2.0215,18002.8468,10093.4948,9459.9632,351775.6265,197226.8884
600063.SH,20260819,5.85,2.6247,3.2101,1.31,27.8904,26.7528,1.4302,1.5107,1.5215,2.4108,1.7094,206910.6449,206910.6449,169178.1065,1210427.244,1210427.244
603956.SH,20260819,6.68,4.1259,7.3464,0.52,,,2.1427,3.2808,3.9243,,,56990.6286,56990.6286,32007.4222,380697.4084,380697.4084
301179.SZ,20260819,19.67,1.5409,2.1949,0.94,53.2235,48.8595,3.1335,6.6293,6.5275,1.3739,0.9618,40440.7569,23747.5029,16672.0989,795469.5525,467113.325
002612.SZ,20260819,15.28,2.4124,3.3137,0.54,6.7654,7.1081,2.0227,1.1263,1.0949,2.6178,7.8534,44244.5375,25445.9227,18524.8277,676056.4184,388813.6576
300140.SZ,20260819,5.28,0.3772,1.6519,0.94,18.7829,17.9094,1.1324,2.7329,2.7693,2.2727,2.2727,309906.7016,309526.5928,70680.1604,1636307.376,1634300.3952
000628.SZ,20260819,39.62,8.0692,9.3833,1.49,127.7732,128.9515,6.3465,2.8026,2.8982,0.1388,0.2524,35228.0,19223.8585,16531.6285,1395733.36,761649.3332
301035.SZ,20260819,52.86,0.3813,1.1761,1.06,18.4465,20.2162,2.5065,1.3118,1.2682,1.0976,2.2438,36450.5266,36396.2301,11799.0956,1926775.0158,1923904.7178
002234.SZ,20260819,7.52,2.2212,3.0652,1.05,,,1.5416,1.2141,1.213,,,34896.0212,30140.8639,21841.0152,262418.0704,226659.2672
688269.SH,20260819,30.45,1.0542,1.4189,1.19,36.4942,29.3721,3.6153,1.9595,1.8426,1.642,0.9852,13070.4,13070.4,9710.4,397993.68,397993.68
688048.SH,20260819,293.12,8.5107,12.9501,1.38,2374.1492,1531.3154,17.1455,108.2396,100.7186,,,17627.9943,17627.9943,11584.8943,5167116.4288,5167116.4288
300658.SZ,20260819,10.44,3.6071,5.058,1.23,85.7398,57.1108,2.5716,1.9935,1.9493,0.5665,0.8497,33276.4105,22084.386,15749.2965,347405.7204,230561.0316
603195.SH,20260819,39.01,0.2258,1.3395,1.01,17.2829,16.9362,3.9488,4.3898,4.3523,4.4081,4.8826,180344.6009,180016.3355,30339.404,7035243.2361,7022437.4234
920961.BJ,20260819,19.25,2.806,3.5758,1.12,789.7841,,3.6596,13.4482,14.7112,0.2597,0.1558,14284.0508,10546.4153,8276.0648,274967.9779,203018.4945
603350.SH,20260819,28.0,1.5039,1.9446,1.01,28.3548,29.481,2.3891,1.6274,1.6498,4.4543,2.1421,11649.4,4412.45,3412.45,326183.2,123548.6
300820.SZ,20260819,52.65,4.1371,6.1617,0.84,52.4883,56.05,4.5327,7.7909,7.9129,0.753,0.7551,22220.4138,11178.7638,7505.6778,1169904.5865,588561.714
688334.SH,20260819,17.79,0.5785,1.806,1.31,22.6436,22.3361,1.8928,6.4887,6.4027,2.6476,2.4508,31657.9466,31217.1069,9998.6609,563194.9305,555352.3869
002184.SZ,20260819,9.68,2.1686,2.5388,0.97,,,2.6792,1.3449,1.4868,,,35190.837,24037.0401,20532.5257,340647.3312,232678.5472
600623.SH,20260819,8.24,0.543,1.5672,0.83,31.4841,30.9016,0.7747,0.3791,0.3776,2.1984,1.335,211949.0814,187603.4733,64998.7001,1746460.4192,1545852.5928
920339.BJ,20260819,11.06,0.687,1.6448,0.64,60.9762,115.0552,4.0536,4.3961,4.7014,0.9016,0.9016,22020.38,15117.7135,6314.1501,243545.4028,167201.9113
300600.SZ,20260819,9.85,2.3584,4.0075,1.35,,,2.4154,10.4667,10.159,,,29423.448,29423.448,17315.4154,289820.9825,289820.9825
300923.SZ,20260819,24.18,2.6288,5.0983,1.22,54.9037,59.9321,1.6595,4.0945,4.1797,1.8492,1.8492,7860.0,7632.6625,3935.6625,190054.8,184557.7188
002674.SZ,20260819,28.06,8.026,16.238,0.77,81.7798,78.9335,3.3839,2.7772,2.8125,0.5346,,29555.0944,29256.3652,14460.6602,829316.106,820933.7422
300650.SZ,20260819,11.5,3.9311,4.6481,1.12,69.5346,67.423,1.9341,1.0366,0.9012,0.3932,0.3312,24140.2672,17034.5341,14406.8586,277612.99,195897.095
605259.SH,20260819,17.7,0.7378,1.6927,1.79,12.4341,13.0986,1.62,1.21,1.2119,3.3898,1.6949,17248.0,17248.0,7517.6584,305289.6,305289.6
002936.SZ,20260819,1.76,1.5079,1.8893,1.4,8.4443,8.2082,0.3463,1.2384,1.2341,1.1364,,909209.1358,702929.5891,561053.4695,1600208.0864,1237156.0784
000009.SZ,20260819,7.41,0.9348,1.5728,0.71,94.1283,368.0614,1.9054,0.8296,0.7965,0.4049,0.4049,257921.3965,257602.0465,153096.2034,1911197.574,1908831.1905
301232.SZ,20260819,117.44,27.8711,29.9299,4.68,327.2002,274.9844,8.7368,4.8157,4.5607,,,10528.6445,6259.3331,5828.7617,1236483.4816,735095.7152
688019.SH,20260819,248.64,4.7023,6.5485,1.62,72.4541,69.0325,12.3738,22.6732,21.1634,0.1023,0.1541,22835.6543,22835.6543,16397.6061,5677856.016,5677856.016
600580.SH,20260819,34.08,4.9966,7.4103,1.29,47.2732,46.9446,4.7698,3.445,3.4568,0.3656,0.5279,156211.7511,155763.2511,105027.4335,5323696.44,5308411.56
300847.SZ,20260819,13.7,1.6209,4.275,0.9,35.4444,35.5543,2.6699,3.4033,3.4202,0.9927,0.8467,29601.0,29601.0,11223.4138,405533.7,405533.7
002789.SZ,20260819,9.86,1.2421,2.608,1.3,,,10.3505,0.4381,0.4736,,,15962.3514,15647.3049,7451.9545,157388.771,154282.378
600491.SH,20260819,1.56,8.2567,12.1617,0.8,,,0.3434,0.5385,0.555,,,152975.7955,152975.7955,103857.2015,238642.248,238642.248
601633.SH,20260819,15.23,0.1713,0.9643,0.97,13.2541,14.4329,1.4824,0.5868,0.5737,2.942,2.2864,858540.0956,622016.4063,110516.4063,13075565.1138,9473309.3151
002443.SZ,20260819,9.12,4.3114,5.4741,0.9,34.4657,31.3564,1.3549,1.115,1.1001,2.1591,0.3194,52053.552,52053.552,40997.6241,474728.376,474728.376
688395.SH,20260819,22.09,1.9586,4.4978,0.95,47.7393,44.5898,2.4092,4.3286,4.1058,0.679,0.8148,8659.772,8659.772,3771.012,191294.3193,191294.3193
000719.SZ,20260819,12.5,0.7461,1.6402,1.55,9.2975,9.2895,1.0334,1.3676,1.3735,4.8,5.28,102320.3749,66714.7543,30345.1786,1279004.625,833934.375
600556.SH,20260819,4.61,2.2084,3.6139,0.64,269.9937,401.4782,2.1743,2.1347,2.1121,0.1866,0.1128,180774.7642,180774.7642,110470.798,833371.6436,833371.6436
688235.SH,20260819,287.56,4.9076,4.9076,0.9,283.6947,131.0137,12.5455,10.841,10.1764,,,154228.5181,11505.526,11505.526,41439569.9536,3308530.2068
002438.SZ,20260819,13.72,1.9105,2.4693,0.98,24.398,24.3852,1.8472,3.2703,3.3651,1.2755,1.4577,50753.7461,46888.0667,36277.0212,696341.45,643304.3204
300421.SZ,20260819,16.1,4.0335,4.5766,1.63,68.3923,80.0427,3.6629,4.2684,4.2157,0.7453,0.9317,29403.0484,23030.2822,20297.1203,473389.105,370787.508
920906.BJ,20260819,16.07,2.4604,3.4095,1.09,35.6474,33.175,1.8155,1.3974,1.3945,0.5538,0.5538,6497.0,3335.5723,2407.0826,104406.79,53602.6469
688418.SH,20260819,32.96,4.8971,7.168,2.31,,,7.77,7.238,7.6942,,,19255.4634,19255.4634,13155.2172,634659.9616,634659.9616
301161.SZ,20260819,27.52,5.6283,6.9043,1.01,37.9415,36.0785,3.4382,4.2948,4.17,0.3052,0.6068,12000.0,7719.7575,6293.0325,330240.0,212447.7264
002522.SZ,20260819,4.81,2.9462,3.9294,1.11,74.7801,73.8948,1.8695,2.7101,2.6414,0.5198,0.4158,90577.9387,90501.9879,67857.5032,435679.8914,435314.5719
920076.BJ,20260819,12.67,1.4912,1.4912,0.98,18.7007,18.2501,1.4866,1.3969,1.3288,,1.6913,11708.8287,3683.1935,3683.1935,148350.8596,46666.0616
002960.SZ,20260819,8.54,1.5121,2.7081,1.21,28.1551,30.0229,1.4487,1.9158,1.97,1.6101,1.4496,105373.4626,96844.8955,54073.9246,899889.4338,827055.446
920118.BJ,20260819,19.99,2.1944,2.5035,1.09,40.1843,30.4372,1.7869,0.6492,0.6243,4.9237,1.5008,5171.1,3133.91,2746.91,103370.289,62646.8609
603429.SH,20260819,7.83,0.5252,0.8909,1.28,,,3.255,23.9993,34.1961,,,52448.5465,52448.5465,30918.0165,410672.1465,410672.1465
688525.SH,20260819,231.7,6.5116,7.9159,1.02,128.0862,27.6647,12.8361,9.6671,6.5926,,0.0924,47156.6656,47156.6656,38790.8856,10926200.439,10926200.439
000070.SZ,20260819,14.2,5.7095,9.3868,0.78,,,12.3238,2.792,2.767,,,86839.2949,85672.7041,52110.2048,1233117.918,1216552.34
603124.SH,20260819,130.41,5.0093,5.0093,0.8,86.7426,72.8957,9.8571,1.8401,1.6927,0.2837,0.3527,14574.5199,7760.881,7760.881,1900663.1532,1012096.3608
301397.SZ,20260819,26.12,5.6799,5.6879,1.1,37.3406,40.9329,2.6091,3.6781,3.844,1.8039,1.4683,20216.7392,9245.8866,9232.8615,528061.2488,241502.6468
301488.SZ,20260819,96.16,4.3164,5.6108,1.24,130.1143,135.1444,7.0297,5.4546,5.0435,0.4717,0.3774,10141.2698,4155.2891,3196.6691,975184.5232,399572.6864
920454.BJ,20260819,10.95,1.38,1.6574,0.98,42.2361,42.3431,3.5294,7.6444,8.1573,1.4612,1.4612,10510.0,4923.05,4099.095,115084.5,53907.3975
002040.SZ,20260819,9.06,6.4856,19.8931,5.69,23.8327,22.4751,1.2689,4.298,4.1628,1.0526,1.2804,48607.5445,48607.5445,15847.0774,440384.3124,440384.3124
002686.SZ,20260819,6.07,2.5137,4.4029,0.73,112.7074,182.8987,2.1303,2.1062,2.2373,0.1645,0.3259,56623.9133,52272.8858,29843.3277,343707.1537,317296.4168
003020.SZ,20260819,19.17,9.2074,14.9196,1.24,26.4836,26.9667,2.372,2.8156,2.8213,3.0553,2.1735,22821.8618,16854.8255,10401.6119,437495.2479,323107.0911
600738.SH,20260819,4.08,4.9824,10.0025,4.47,18.9424,16.5501,1.4561,4.901,4.8912,0.3551,2.3909,76133.5236,76066.6196,37889.9232,310624.7616,310351.8096
301285.SZ,20260819,83.0,1.8231,2.3841,1.61,,,18.1741,16.8344,15.4751,0.0601,,20667.0,20667.0,15804.1316,1715361.0,1715361.0
603608.SH,20260819,18.32,4.1118,5.6403,0.98,536.3038,273.3659,7.1137,6.7796,6.8687,,,42502.9684,42502.9684,30984.5009,778654.4104,778654.4104
603823.SH,20260819,83.27,7.4694,19.861,1.55,207.6944,211.3024,13.8443,16.1224,16.091,0.1801,0.1561,41636.7704,41636.7704,15658.9963,3467093.8379,3467093.8379
301508.SZ,20260819,23.32,1.8591,1.8591,1.06,34.7745,34.6433,2.5435,5.992,5.8657,0.9048,1.0377,22608.52,5883.64,5883.64,527230.6864,137206.4848
002179.SZ,20260819,34.38,1.261,2.4003,1.13,33.4054,37.6086,2.9265,3.3763,3.371,2.3469,1.6097,210024.6297,209643.0244,110139.088,7220646.7794,7207527.0276
300252.SZ,20260819,11.02,4.8061,5.553,1.13,525.339,233.5763,3.4242,3.0176,2.8896,,,68421.3953,55875.4459,48360.3869,754003.828,615747.459
301428.SZ,20260819,27.95,4.3491,4.9997,0.52,,,2.2882,2.6049,2.6449,0.3543,,9866.6667,6962.7455,6056.7455,275773.4265,194608.8625
688392.SH,20260819,190.79,7.0578,11.3594,0.98,187.8462,153.1072,11.8936,28.5268,26.7763,0.281,0.2044,11573.336,11573.336,7190.7447,2208077.5386,2208077.5386
603488.SH,20260819,8.01,2.8622,4.0883,0.59,,,3.0196,4.4578,4.3809,0.3745,,29199.044,29199.044,20442.2507,233884.3104,233884.3104
920748.BJ,20260819,23.35,3.7154,9.1264,1.14,,,8.6545,20.1395,15.4918,0.4283,,7674.0,3683.6034,1499.6034,179187.9,86012.1394
002903.SZ,20260819,27.88,11.7162,13.7106,0.86,,,5.5733,10.5725,11.1893,0.2872,,15566.15,10756.5949,9191.8765,433984.262,299893.7292
300760.SZ,20260819,150.63,0.5518,1.1388,0.95,22.4359,23.2917,4.5508,5.4844,5.4656,3.0754,2.8031,121179.9431,121066.2145,58663.881,18253334.3622,18236203.2123
688278.SH,20260819,64.4,3.109,7.8875,2.41,25.4912,24.3431,8.4694,7.1132,6.5367,0.9595,0.9546,40818.948,40818.948,16089.6742,2628740.38,2628740.38
300136.SZ,20260819,60.33,11.6869,12.2431,1.99,82.3685,79.3027,7.2756,6.5516,6.3733,0.0816,0.0826,96756.8638,82520.0238,78771.1874,5837341.5931,4978433.0359
002323.SZ,20260819,1.25,1.7115,2.065,1.13,,,13.8341,9.0448,9.8067,,,212085.5142,212049.0942,175751.8132,265106.8875,265061.3625
600429.SH,20260819,4.54,0.9881,3.383,0.79,,,1.4121,1.0756,1.0632,0.2656,,150208.9065,149755.7426,43739.5529,681948.406,679891.0596
002162.SZ,20260819,3.98,1.5595,3.2564,0.64,544.1283,355.7195,4.4194,3.4471,3.3814,,,91970.0965,91832.1621,43978.3101,366040.9582,365491.9968
688285.SH,20260819,7.53,0.6405,2.5614,1.23,55.0599,48.1531,1.6644,2.399,2.2228,0.2656,0.2789,37628.9913,37628.9913,9410.0,283346.2947,283346.2947
603927.SH,20260819,13.04,1.3642,2.0502,1.13,48.3904,48.3053,3.4127,1.7977,1.8232,2.9908,2.3006,83104.0,83104.0,55297.0638,1083676.16,1083676.16
920091.BJ,20260819,29.37,8.3477,8.3477,1.49,47.2629,52.879,3.829,7.5585,7.6977,,1.0895,6146.52,1450.02,1450.02,180523.2924,42587.0874
605116.SH,20260819,20.0,0.8663,3.0742,0.74,18.0843,20.6331,3.0094,4.7857,4.8219,1.4452,1.6884,40618.3234,40618.3234,11445.5434,812366.4,812366.4
300501.SZ,20260819,9.82,1.23,1.23,1.17,,,1.9631,2.4725,2.408,3.201,5.3847,27818.2696,27722.2819,27722.2819,273175.4114,272232.7896
300950.SZ,20260819,16.18,1.7933,2.443,1.26,27.0056,33.6866,2.9993,4.5488,4.5494,1.2106,1.2361,15364.4,9804.8525,7197.206,248595.992,158642.473
002224.SZ,20260819,3.52,1.2409,1.5325,1.08,172.8918,,0.9872,3.0207,2.9132,0.8523,0.4219,90211.6324,80638.0369,65291.6384,317544.9728,283845.9008
600104.SH,20260819,9.99,0.3078,1.0132,1.03,11.3636,11.3604,0.3821,0.1777,0.1775,0.8755,2.6464,1149527.7504,1149527.7504,349184.8225,11483782.2225,11483782.2225
920021.BJ,20260819,6.51,4.5894,5.5472,0.61,199.7331,141.9213,3.0994,5.0741,5.124,,0.2304,30899.9983,24755.4673,20480.9989,201158.9889,161158.0921
003019.SZ,20260819,23.25,3.2367,4.6965,1.26,21.187,23.8912,2.3878,1.6324,1.657,2.1438,2.1505,17695.2359,17292.8134,11917.616,411414.0975,402057.8325
002109.SZ,20260819,2.63,0.3459,0.8301,0.96,,,0.8563,0.9456,0.8879,,,127626.9851,127626.9851,53182.6107,335658.9837,335658.9837
600315.SH,20260819,17.23,0.9082,1.8966,0.91,43.2858,42.4918,1.638,1.8334,1.8072,0.2258,1.3838,67222.598,67222.598,32188.2402,1158245.398,1158245.398
300505.SZ,20260819,20.9,15.9305,17.3768,1.61,12.6588,13.5826,1.9451,1.4099,1.3224,1.4354,1.9139,27486.7523,21736.1222,19927.0097,574473.075,454284.908
688083.SH,20260819,53.66,3.2098,5.5565,1.09,438.8058,162.8523,3.492,10.1896,9.8968,0.663,0.6515,16964.6246,16964.6246,9800.0242,910321.5092,910321.5092
920271.BJ,20260819,9.22,1.4161,2.4362,0.81,12.0523,13.8172,1.8532,3.1727,3.4029,1.972,2.1692,13082.3,5789.0431,3365.1251,120618.806,53374.9774
920072.BJ,20260819,25.4,11.8806,11.8806,1.08,30.3824,30.3824,3.8437,6.1714,6.1714,,,7660.0,1446.5,1446.5,194564.0,36741.1
300171.SZ,20260819,13.31,2.5419,3.8667,0.57,50.8699,49.0624,1.2812,1.9479,1.9587,0.7912,0.8211,76582.804,56265.7355,36988.4597,1019317.2011,748896.9994
603697.SH,20260819,9.46,1.6803,5.0923,0.91,21.8045,20.1089,2.2297,2.5463,2.185,4.6512,4.4397,42769.2098,42769.2098,14112.3889,404596.7266,404596.7266
603275.SH,20260819,34.82,2.7798,2.7798,1.82,28.8449,28.5574,1.7154,7.105,6.7324,0.4846,0.3469,14865.4851,4153.5963,4153.5963,517616.3618,144628.352
000727.SZ,20260819,2.15,2.3012,4.194,1.36,,,5.4026,0.1795,0.1784,,,452956.698,452956.698,248536.2851,973856.905,973856.905
601238.SH,20260819,5.01,0.2748,0.9321,1.01,,,0.4901,0.534,0.5319,0.3984,,1019706.59,738369.7595,217676.5526,5108730.0159,3699232.4976
600757.SH,20260819,7.67,0.7685,1.7592,1.47,9.1806,9.8146,0.8998,1.3145,1.3775,5.3455,5.3455,121365.0273,121349.7103,53012.2899,930869.7801,930752.2757
603115.SH,20260819,76.9,4.0882,11.0118,0.77,91.1994,84.2691,8.6876,8.1943,7.7663,0.7631,0.7716,24458.26,24458.26,9080.36,1880840.194,1880840.194
002947.SZ,20260819,55.96,4.3528,5.2648,1.53,26.9079,24.8875,4.4258,5.0085,4.8969,1.0475,0.8644,25576.8936,19830.3748,16395.5745,1431282.7644,1109707.5052
002193.SZ,20260819,4.55,2.6347,3.5917,1.21,,,5.7898,3.3091,3.262,,,26171.555,26171.405,19198.3885,119080.598,119079.9155
688609.SH,20260819,8.89,5.4504,6.6061,1.12,,,4.7136,1.9422,1.6999,,,52195.2898,50000.0,41252.728,464016.1281,444500.0
603882.SH,20260819,27.96,1.7264,2.9708,0.69,,,2.0402,2.1479,2.1898,3.1474,3.1474,46325.8275,46013.4577,26739.3749,1295270.2068,1286536.3416
300335.SZ,20260819,5.16,3.4485,3.7131,0.97,55.9909,60.1969,1.2748,2.3563,2.3946,1.938,1.938,47701.2388,38415.9339,35678.0841,246138.3468,198226.1988
300960.SZ,20260819,15.88,1.1282,3.9432,1.33,43.6879,52.9821,3.6301,4.5211,4.6721,2.0044,,14514.54,13157.94,3764.5263,230490.8952,208948.0872
